region,gender,province,cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,edu_comp,degree_year,eui,dist_cult,eoi,soc_media,st_heard_num,spell_uni_num,distinct_num,cdn_way_num,spell_num,st_heard_scaled,spell_uni_scaled,distinct_scaled,cdn_way_scaled,spell_scaled,slai
AB,female,Alberta,strongly agree,probably not,no,,important,that depends ,no,,both,important,probably yes,probably not,probably not,yes ,no particular variety,,yes,neither yes or no,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,agree,probably yes,39,canada,undergraduate degree,i am not currently studying,0,no,,24 hours,1,4,2,3,4,1,4,2.33333333333333,3.66666666666667,4,3.5
AB,male,Alberta,strongly agree,probably not,no,,important,that depends ,no,,both,important,definitely yes,probably not,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,strongly agree,neither disagree nor agree,,neither disagree nor agree,probably yes,34,canada,high school,i am not currently studying,0,no,,12 hours,1,5,2,3,4,1,5,2.33333333333333,3.66666666666667,4,3.75
AB,female,Alberta,strongly agree,neutral,no,,important,no,not sure,yes i do know it is ,both,neither unimportant nor important,,probably not,definitely not,yes ,other ,sometimes,yes,yes,probably yes,probably not,disagree,,neither disagree nor agree,neither disagree nor agree,definitely not,34,canada,high school,i am not currently studying,0,no,,24 hours,3,,2,1,3,3,,2.33333333333333,1,3,2.11111111111111
AB,female,Alberta,strongly agree,probably yes,yes,extremely comfortable,extremely important,no,yes,yes but i cant describe it well,zed,very important,probably yes,,probably yes,no,british english,sometimes,yes,yes,definitely yes,might or might not,agree,agree,neither disagree nor agree,neither disagree nor agree,probably yes,44,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,4,,3,5,5,4,,3.66666666666667,5,4.22222222222222
AB,male,Alberta,agree,probably yes,no,,important,yes,yes,yes but i cant describe it well,both,important,probably yes,probably yes,probably not,yes ,british english,often,yes,yes,definitely yes,definitely yes,agree,agree,agree,disagree,probably yes,39,canada,postgraduate degree,i am not currently studying,0,yes ,5,30 minutes to 1 hour,5,4,3,3,4,5,4,3.66666666666667,3.66666666666667,4,3.83333333333333
BC,female,British Columbia,agree,neutral,yes,moderately comfortable,important,yes,not sure,,both,very important,definitely yes,probably yes,definitely not,yes ,british english,rarely,yes,definitely yes,definitely yes,probably yes,agree,disagree,strongly agree,disagree,probably yes,24,canada,high school,fourth year+,2,yes ,4,12 hours,3,5,3,3,5,3,5,3.66666666666667,3.66666666666667,5,4.33333333333333
ON,male,Alberta,somewhat agree,probably not,no,,important,yes,yes,yes but i cant describe it well,both,very important,definitely yes,probably yes,probably not,,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,agree,disagree,neither disagree nor agree,strongly disagree,probably not,44,canada,undergraduate degree,i am not currently studying,0,no,,24 hours,5,5,3,2,5,5,5,3.66666666666667,2.33333333333333,5,4
AB,male,Alberta,strongly agree,definitely yes,no,,important,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,,probably not,,no particular variety,sometimes,yes,yes,definitely yes,probably not,agree,agree,agree,agree,,39,canada,undergraduate degree,i am not currently studying,0,no,,less than 30 minutes,5,4,,,3,5,4,,,3,3.5
AB,female,Alberta,somewhat agree,definitely yes,no,,extremely important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,agree,definitely yes,54,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,5,4,4,5,5,5,5,5,5,5
AB,male,Alberta,strongly agree,probably yes,yes,moderately comfortable,important,no,no,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably yes,probably not,no,british english,often,yes,yes,probably yes,definitely yes,agree,agree,strongly agree,neither disagree nor agree,probably yes,19,canada,high school,i am not currently studying,0,yes ,5,24 hours,1,3,3,3,3,1,3,3.66666666666667,3.66666666666667,3,3.33333333333333
AB,female,Alberta,strongly agree,probably not,no,,,that depends ,no,,zed,neither unimportant nor important,definitely not,probably not,probably not,,no particular variety,sometimes,yes,neither yes or no,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,strongly agree,probably not,39,canada,undergraduate degree,i am not currently studying,0,yes ,0,30 minutes to 1 hour,1,1,2,2,3,1,1,2.33333333333333,2.33333333333333,3,2.16666666666667
AB,male,Alberta,strongly agree,neutral,no,,extremely important,,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,probably yes,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,disagree,disagree,agree,disagree,definitely yes,19,canada,high school,second year,0,no,,24 hours,5,5,4,4,5,5,5,5,5,5,5
ON,male,Alberta,strongly agree,definitely yes,no,,important,yes,yes,yes but i cant describe it well,zee,important,probably yes,,probably yes,no,canadian english,often,yes,definitely yes,definitely yes,probably yes,strongly agree,agree,agree,neither disagree nor agree,probably yes,34,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,4,,3,4,5,4,,3.66666666666667,4,3.88888888888889
ON,female,Ontario,strongly disagreee,probably yes,yes,extremely comfortable,important,no,not sure,,zee,neither unimportant nor important,probably yes,definitely not,probably not,,british english,often,yes,yes,definitely yes,definitely yes,disagree,disagree,strongly agree,agree,probably yes,39,canada,undergraduate degree,i am not currently studying,0,no,,30 minutes to 1 hour,3,4,1,3,3,3,4,1,3.66666666666667,3,2.91666666666667
ON,male,Alberta,strongly agree,probably yes,no,,extremely important,that depends ,yes,yes i do know it is ,zed,important,definitely yes,definitely yes,definitely not,,british english,always,yes,definitely yes,definitely yes,definitely yes,strongly agree,agree,agree,neither disagree nor agree,probably yes,24,canada,undergraduate degree,i am not currently studying,0,no,,24 hours,5,5,4,3,4,5,5,5,3.66666666666667,4,4.41666666666667
AB,male,Alberta,strongly agree,definitely yes,no,,,yes,not sure,yes but i cant describe it well,both,neither unimportant nor important,probably yes,,probably not,no,no particular variety,sometimes,yes,neither yes or no,probably not,probably not,agree,agree,strongly agree,agree,,29,canada,high school,i am not currently studying,0,no,,46 hours,3,4,,,3,3,4,,,3,3.5
UK,male,Ontario,strongly agree,definitely yes,no,,extremely important,yes,no,,zed,very important,definitely yes,probably yes,probably not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,agree,agree,strongly disagree,probably yes,54,canada,undergraduate degree,i am not currently studying,0,no,,30 minutes to 1 hour,1,5,3,3,5,1,5,3.66666666666667,3.66666666666667,5,4.33333333333333
AB,male,Alberta,strongly agree,definitely yes,no,,important,no,yes,yes but i cant describe it well,both,very important,probably yes,definitely yes,probably not,no,british english,often,yes,definitely yes,definitely yes,probably yes,agree,agree,strongly agree,strongly agree,definitely yes,29,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,4,4,4,5,5,4,5,5,5,4.75
BC,male,Alberta,somewhat agree,definitely not,yes,extremely uncomfortable,extremely unimportant,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,yes ,canadian english,always,yes,definitely yes,definitely yes,probably yes,strongly agree,strongly disagree,strongly disagree,strongly disagree,,59,canada,graduate degree,i am not currently studying,1,no,,less than 30 minutes,5,5,4,,5,5,5,5,,5,5
AB,male,Alberta,somewhat disagree,definitely not,no,,important,yes,no,yes i do know it is ,both,important,might or might not,definitely yes,definitely not,no,no particular variety,often,yes,yes,definitely not,probably not,strongly agree,strongly disagree,agree,strongly disagree,definitely yes,39,canada,undergraduate degree,i am not currently studying,0,yes ,9,30 minutes to 1 hour,1,3,4,4,4,1,3,5,5,4,4.25
AB,female,Alberta,strongly agree,probably yes,no,,important,that depends ,not sure,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,no,british english,rarely,yes,no,definitely yes,probably yes,disagree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,44,canada,undergraduate degree,i am not currently studying,0,no,,less than 30 minutes,3,4,3,3,4,3,4,3.66666666666667,3.66666666666667,4,3.83333333333333
AB,other,Alberta,strongly agree,probably yes,yes,moderately comfortable,extremely unimportant,that depends ,no,,zee,unimportant,probably not,probably yes,definitely not,no,no particular variety,often,yes,neither yes or no,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,strongly agree,definitely yes,24,canada,high school,i am not currently studying,0,yes ,1,24 hours,1,2,3,4,2,1,2,3.66666666666667,5,2,3.16666666666667
AB,female,Alberta,strongly agree,probably not,yes,moderately comfortable,important,yes,no,,zed,important,probably yes,probably not,definitely not,,british english,sometimes,no,neither yes or no,probably yes,probably yes,disagree,disagree,neither disagree nor agree,disagree,probably not,39,canada,undergraduate degree,i am not currently studying,6,no,,30 minutes to 1 hour,1,4,2,2,4,1,4,2.33333333333333,2.33333333333333,4,3.16666666666667
AB,male,Alberta,strongly agree,neutral,no,,extremely important,yes,no,,zed,very important,definitely yes,definitely yes,probably not,no,british english,,yes,definitely yes,definitely not,probably not,neither disagree nor agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably yes,39,canada,high school,i am not currently studying,0,no,,12 hours,1,5,4,3,5,1,5,5,3.66666666666667,5,4.66666666666667
AB,female,Alberta,strongly agree,neutral,no,,important,that depends ,no,,zee,very important,might or might not,probably yes,probably not,,british english,sometimes,,no,probably yes,definitely yes,neither disagree nor agree,disagree,neither disagree nor agree,disagree,probably yes,34,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,1,3,3,3,5,1,3,3.66666666666667,3.66666666666667,5,3.83333333333333
AB,male,Alberta,strongly agree,neutral,yes,extremely comfortable,unimportant,yes,no,,zed,unimportant,definitely yes,probably yes,definitely not,no,other ,rarely,yes,no,probably not,probably not,agree,agree,strongly agree,strongly agree,probably yes,49,canada,graduate degree,i am not currently studying,4,no,,24 hours,1,5,3,3,2,1,5,3.66666666666667,3.66666666666667,2,3.58333333333333
AB,male,Alberta,agree,probably not,no,,important,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,british english,rarely,yes,neither yes or no,probably yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,34,canada,undergraduate degree,i am not currently studying,0,no,,24 hours,5,4,3,3,3,5,4,3.66666666666667,3.66666666666667,3,3.58333333333333
SK,male,Alberta,strongly agree,neutral,yes,neither comfortable nor uncomfortable,,yes,no,,both,very important,definitely yes,,,no,no particular variety,often,yes,yes,might or might not,probably yes,agree,disagree,agree,neither disagree nor agree,probably not,79,canada,graduate degree,i am not currently studying,0,no,,24 hours,1,5,,2,5,1,5,,2.33333333333333,5,4.11111111111111
AB,female,Alberta,strongly agree,neutral,no,,important,yes,yes,yes i do know it is ,zed,important,probably yes,probably not,,,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,strongly agree,disagree,strongly agree,neither disagree nor agree,probably yes,34,canada,graduate degree,i am not currently studying,0,no,,30 minutes to 1 hour,5,4,2,3,4,5,4,2.33333333333333,3.66666666666667,4,3.5
ON,female,Alberta,strongly agree,definitely not,no,,extremely important,no,yes,yes but i cant describe it well,both,very important,definitely yes,probably yes,probably yes,no,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,disagree,disagree,disagree,probably yes,34,canada,graduate degree,i am not currently studying,0,no,,12 hours,5,5,3,3,5,5,5,3.66666666666667,3.66666666666667,5,4.33333333333333
SK,female,Alberta,strongly agree,neutral,yes,moderately uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,probably not,no,no particular variety,sometimes,yes,definitely yes,definitely yes,might or might not,agree,agree,agree,neither disagree nor agree,probably yes,34,canada,postgraduate degree,i am not currently studying,0,no,,12 hours,5,5,3,3,4,5,5,3.66666666666667,3.66666666666667,4,4.08333333333333
ON,female,Alberta,strongly agree,definitely yes,yes,moderately uncomfortable,important,,yes,yes but i cant describe it well,zee,very important,definitely yes,probably not,probably not,no,british english,sometimes,,yes,definitely yes,probably yes,agree,agree,agree,,probably yes,49,canada,undergraduate degree,i am not currently studying,1,no,,12 hours,5,5,2,3,5,5,5,2.33333333333333,3.66666666666667,5,4
AB,female,Alberta,strongly agree,definitely yes,no,,important,that depends ,yes,yes i do know it is ,zed,important,,probably yes,probably not,,british english,sometimes,yes,yes,definitely yes,definitely yes,strongly agree,disagree,strongly agree,agree,probably yes,34,canada,undergraduate degree,i am not currently studying,0,no,,30 minutes to 1 hour,5,,3,3,4,5,,3.66666666666667,3.66666666666667,4,3.77777777777778
AB,male,Alberta,strongly agree,definitely yes,no,,extremely important,that depends ,yes,yes i do know it is ,both,important,definitely yes,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,strongly agree,neither disagree nor agree,definitely yes,29,canada,undergraduate degree,fourth year+,0,yes ,4,24 hours,5,5,4,4,4,5,5,5,5,4,4.75
AB,female,Alberta,strongly agree,probably yes,no,,extremely important,yes,yes,yes but i cant describe it well,zee,very important,probably yes,probably yes,probably not,yes ,canadian english,often,yes,yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,39,canada,graduate degree,i am not currently studying,0,no,,12 hours,5,4,3,4,5,5,4,3.66666666666667,5,5,4.41666666666667
NL,male,Newfoundland and Labrador,strongly agree,probably yes,yes,extremely comfortable,important,no,yes,,zed,important,probably yes,probably yes,definitely not,yes ,british english,sometimes,yes,yes,probably yes,probably yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,64,canada,postgraduate degree,i am not currently studying,0,no,,less than 30 minutes,5,4,3,3,4,5,4,3.66666666666667,3.66666666666667,4,3.83333333333333
NL,female,Alberta,agree,neutral,yes,neither comfortable nor uncomfortable,important,yes,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,probably yes,yes ,british english,sometimes,yes,yes,probably yes,probably yes,agree,agree,agree,neither disagree nor agree,probably yes,54,canada,graduate degree,i am not currently studying,4,yes ,1,30 minutes to 1 hour,5,5,3,3,4,5,5,3.66666666666667,3.66666666666667,4,4.08333333333333
AB,male,Ontario,agree,neutral,no,,extremely important,no,yes,yes but i cant describe it well,zed,important,definitely yes,probably not,probably not,,british english,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,,agree,disagree,probably yes,49,canada,high school,i am not currently studying,0,no,,24 hours,5,5,2,3,4,5,5,2.33333333333333,3.66666666666667,4,3.75
AB,female,Alberta,agree,probably yes,yes,extremely comfortable,important,that depends ,no,,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,sometimes,yes,neither yes or no,definitely yes,definitely yes,agree,disagree,neither disagree nor agree,neither disagree nor agree,,44,canada,graduate degree,i am not currently studying,1,no,,less than 30 minutes,1,5,4,,5,1,5,5,,5,5
AB,male,Alberta,agree,probably yes,no,,unimportant,no,no,,both,unimportant,probably yes,probably not,probably not,no,british english,often,,yes,probably yes,probably yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,49,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,1,4,2,3,2,1,4,2.33333333333333,3.66666666666667,2,3
